,type1,type2,type3,type4,type5,type6,type7
0,4.1374634636773004,5.790145026312934,6.4453125,6.755019717746311,7.638872782389323,6.706206427680121,8.065984090169271
1,-2.3862266540527344,-1.1444760428534613,-4.20718510945638,-1.9387554592556424,-2.8361038631863065,-1.1489827897813585,-3.0671331617567272
2,5.886254204644097,1.9599261813693576,6.921620686848958,5.926840040418837,7.799264695909288,5.510877821180555,5.270392100016276
3,-5.067478179931641,-3.313696119520399,-4.381000094943577,-5.673346625434028,-5.261157565646702,-6.346882714165582,-6.441087086995442
4,5.123393164740668,7.7222790188259545,9.194034152560764,5.970330132378472,7.690832349989149,8.729314168294271,6.254920959472656
5,6.421200646294488,4.986795213487413,5.557028028700087,2.3026519351535373,5.008345286051433,7.105862087673611,3.3394542270236545
6,0.35899949073791504,-0.4056725237104628,-0.553559833102756,-2.39322747124566,-1.575320349799262,0.2705056932237413,0.36022565099928117
7,-0.6719049877590604,1.6549687915378146,0.1119127008650038,2.7928093804253473,3.7718276977539062,3.423601362440321,1.9585291544596355
8,-0.5159775416056315,1.1531747182210286,2.2248827616373696,-0.6453575558132596,1.5221183564927843,2.87361208597819,0.9668910768296983
9,-0.0856801602575514,0.38869452476501465,-0.028603851795196533,-1.9998609754774306,-1.6248520745171442,-1.4878775278727214,-1.7147679858737521
10,-0.5938360426161025,-0.8126168251037598,-1.657239596048991,-2.3713936275906033,-3.077752855088976,-4.165727827284071,-0.2507469918992784
11,-4.412286546495226,-7.465697394476996,-5.127442253960504,-6.077376895480686,-8.952887641059029,-8.168940226236979,-6.292459699842665
12,0.42832610342237687,1.9729690551757812,5.111756642659505,4.326360490587023,3.1107944912380643,2.6452744801839194,0.7015499009026421
13,-9.997278001573351,-6.98484124077691,-12.396712409125435,-8.87548828125,-10.894686381022135,-9.134901258680555,-5.987043168809679
14,-10.336892022026909,-3.8652966817220054,-10.299927605523003,-10.922826131184896,-7.3478749593098955,-7.514516194661458,-8.685451083713108
15,12.402654012044271,10.563766479492188,13.787068684895834,12.115809970431858,16.848214043511284,11.555120680067274,10.746512518988716
16,3.3359466128879123,6.662787543402778,6.425123426649305,1.126566039191352,9.782784356011284,11.857443915473091,8.998030768500435
17,8.123758104112413,12.308057996961805,15.20989990234375,10.876665751139322,11.596211751302084,10.460689968532986,6.995849185519749
18,5.66080559624566,10.056792365180122,9.480172051323784,12.20117441813151,9.94383324517144,11.233246697319878,7.905651516384548
19,-1.5429718229505751,-1.6993845833672419,-1.7260695563422308,-3.538020451863607,-1.778166241115994,-2.8430082533094616,-2.015610588921441
20,2.7911966111924915,6.2158559163411455,5.102447509765625,5.832895067003038,6.792586008707683,6.41036139594184,5.85464604695638
21,-0.7198972702026367,0.945596906873915,-2.4659960005018444,-0.7079483138190376,-2.1712457868787975,0.026625707745552063,-0.6130334006415473
22,-3.1386015150282116,-2.5858870612250433,-1.3561646143595378,-3.107445822821723,-0.613979869418674,-2.2182523939344616,0.4218240843878852
23,4.967198265923394,7.0457276238335504,8.114387512207031,6.542655520968967,8.927888658311632,7.119653489854601,7.563231574164496
24,0.7943867577446831,0.7592177391052246,-1.0016100141737196,1.143427636888292,1.5225072436862521,-3.9095386928982205,-0.45265589820014107
25,0.2882911099327935,1.0174734327528212,0.8816882769266764,1.7517984178331163,2.8122740851508246,3.034634060329861,1.318401230706109
26,5.9832174513075085,9.689036051432291,7.877481248643663,11.14024183485243,9.344511244032118,13.663335164388021,9.239181518554688
27,0.5744649039374458,0.3301640616522895,3.1037281884087458,1.2552655537923176,1.738827599419488,2.9062523312038846,-0.11229044861263698
28,-8.027597215440538,-4.696776496039496,-4.790929582383898,-12.180476718478733,-8.314306471082899,-11.72865719265408,-5.685799492730035
29,-8.710378011067709,-10.947149488661024,-10.989307827419704,-12.938116285536024,-11.142495049370659,-11.316645304361979,-9.324474758572048
30,5.503938462999132,0.00607153938876258,0.0054206740525033735,0.005480689720975028,0.005345842076672448,0.005305915243095822,8.645606994628906
31,1.0704125298394098,3.3817789289686413,1.7578594419691298,5.177689446343316,6.100988599989149,2.9635914696587458,2.8454176584879556
32,-1.0838147269354925,-1.1945370568169489,0.0035963915288448334,-3.431439929538303,-4.130681779649523,-0.534142017364502,-3.6795772976345487
33,-6.115292019314236,-10.46723853217231,-6.9301634894476996,-9.391461690266928,-12.525899251302084,-6.745489332411024,-6.814846462673611
34,5.5020497639973955,6.1904407077365455,4.65166515774197,7.730027940538195,6.704694112141927,4.858885023328993,5.569579654269749
35,15.513153076171875,12.192314147949219,14.195574442545572,14.788152058919271,11.754720052083334,13.891118367513021,7.402413262261285
36,-2.4412104288736978,-2.1845932006835938,-2.838631100124783,-5.1704601711697045,-6.163126627604167,-3.8960016038682728,-2.7621082729763455
37,-9.812102423773872,-11.713818020290798,-10.43672349717882,-12.066976759168837,-12.899422539605034,-12.757985432942709,-10.456941392686632
38,-2.439564175075955,-1.8382032182481554,0.0017796059449513753,-4.985794915093316,-2.95192633734809,-4.702269660101996,-1.7010952631632488
39,1.8572175767686632,2.511185540093316,3.5673455132378473,4.198689778645833,4.037576463487413,5.580123053656684,3.1510904100206165
