,type1,type2,type3,type4,type5,type6,type7
0,3.4110433790418835,4.247227138943142,6.108261956108941,5.756601121690538,7.448905097113715,3.8732147216796875,5.493405236138238
1,-3.083441416422526,-1.9584130181206598,-4.264511532253689,-3.2741461859809027,-2.409552256266276,-1.4026095072428386,-3.547102610270182
2,5.7282969156901045,3.5542206234402127,8.372620476616753,7.3372548421223955,9.370889451768663,4.6192982991536455,3.507367875840929
3,-1.8982266320122614,-4.13111072116428,-4.186488681369358,-5.766629536946614,-5.89017571343316,-6.445766448974609,-3.949793497721354
4,5.242399427625868,9.046797858344185,8.296296861436632,6.0677846272786455,7.539404975043403,7.422837151421441,5.0567126803927955
5,4.103542751736111,5.5945994059244795,4.055893368191189,2.687363942464193,4.9274486965603295,6.040075514051649,2.9842925601535373
6,-0.2949746449788411,-0.7396501964992948,-1.257348272535536,-1.1988715065850153,-2.7786418067084417,-1.3356268141004775,-0.6455624368455675
7,-0.6534207661946615,0.8056856791178385,-1.6577792697482638,3.6236017015245228,1.911871804131402,0.007297413216696845,1.09928470187717
8,-0.673569467332628,0.8707817395528158,2.9114500681559243,-1.4165017869737413,0.7479919857449002,1.2138049867418077,-0.7415910296969943
9,-0.3686705960167779,-0.8886473443773057,-2.1186932457817926,-0.914448102315267,-2.0480242835150824,-1.7873700459798176,-0.8212611410352919
10,-0.6830309761895074,-0.7998518943786621,-2.0622497134738498,-2.139780468410916,-2.0516031053331165,-3.7117046780056424,-0.35806960529751247
11,-3.0972092946370444,-6.85064697265625,-4.317269643147786,-5.513398912217882,-8.584698147243923,-5.161908891465929,-6.408111996120876
12,0.25315165519714355,1.584922366672092,4.6630066765679254,4.2380871242947045,2.8466161092122397,4.310266706678602,1.0067501068115234
13,-12.230270385742188,-11.089211357964409,-13.125062730577257,-6.479763031005859,-10.357120090060764,-8.129570007324219,-6.148083157009548
14,-10.257048712836372,-5.762187957763672,-9.15693579779731,-11.258305867513021,-6.799953884548611,-9.487669203016493,-7.6381988525390625
15,9.160496181911892,11.821465386284721,12.706712510850695,12.049444410536024,13.484639485677084,11.473223368326822,7.769303215874566
16,1.1382858488294814,5.789855109320746,4.2002673678927955,0.7730498313903809,7.23207770453559,12.423578898111979,6.362486521402995
17,7.070730845133464,11.420249091254341,12.307942708333334,7.594301859537761,9.118848164876303,6.97399181789822,7.342909071180555
18,4.892569647894965,10.833075629340279,7.2223400539822045,9.834610833062065,7.186316596137153,8.062605963812935,5.659454769558376
19,-2.9111900329589844,-1.4182292090521917,-2.1337966918945312,-3.1390696631537542,-1.8048294915093317,-3.1990782419840493,-1.5737605624728732
20,2.4712742699517145,5.634625752766927,3.80267333984375,4.928318871392144,6.029959784613715,6.2196460300021705,2.570007748074002
21,-1.4435448116726346,0.33297385109795463,-1.746736314561632,-0.6487951808505588,-0.005398280090755886,0.11882285277048747,-1.6302324930826824
22,-3.539754867553711,-2.7616829342312283,-1.9751097361246746,-4.742074754503038,-1.76061036851671,-2.4478971693250866,0.6786786715189616
23,3.9514728122287326,7.209236145019531,7.76010979546441,5.759999593098958,8.681989034016928,7.162038167317708,5.292068905300564
24,-0.1491069926155938,-3.046537823147244,-3.0787828233506946,-0.4152333206600613,-1.0665041605631511,-4.226942274305555,-1.6869176228841145
25,-0.43815814124213326,0.4322184721628825,1.8921245998806424,1.645244386461046,1.5680019590589735,2.7339579264322915,2.0152821011013455
26,3.91111077202691,9.35568576388889,8.395495944552952,9.58580101860894,7.516065809461805,7.6962475246853295,8.923022800021702
27,0.6252721150716146,0.288383060031467,3.097095913357205,2.12498050265842,2.480051040649414,3.2733785841200085,0.8708035680982802
28,-13.357549879286024,-6.345533159044054,-11.291092766655815,-12.440173678927952,-11.04845937093099,-11.979673597547743,-6.5733184814453125
29,-7.477889166937934,-11.701302422417534,-11.687121073404947,-11.942237006293404,-12.298656039767796,-11.140608893500435,-7.940581427680121
30,4.173098670111762,-0.0001626072141031424,-0.0001797962338767118,-0.0007895572731892268,0.0007910704654124049,-0.00044252826935715147,5.876021915011936
31,0.41875767707824707,-0.05885613626903958,1.5570926666259766,5.1033986409505205,3.529232872856988,1.7066405614217122,0.18222737312316895
32,-0.0003316020593047142,-2.1666467454698353,0.0014114262950089243,-2.800644556681315,-2.920443640814887,-1.225582440694173,-3.941902584499783
33,-5.11505847507053,-10.15008290608724,-10.677641974555122,-8.605812072753906,-13.371107313368055,-6.7465188768174915,-7.772224426269531
34,5.532034979926215,7.377901713053386,5.050744374593099,8.872445000542534,6.216803232828776,5.9753672281901045,4.05489985148112
35,13.100007798936632,11.193854437934029,12.241126166449654,14.754511515299479,7.685553656684028,13.026072184244791,3.7994384765625
36,-4.266113705105251,-4.129617902967665,-4.520178053114149,-6.459244198269314,-6.692855411105686,-4.949053022596571,-4.565411885579427
37,-8.860792371961805,-12.173968844943577,-10.957952711317274,-10.88669925265842,-12.33355967203776,-11.198390536838108,-8.970436096191406
38,-3.289289050632053,-2.4290826585557728,-1.317612648010254,-4.122767978244358,-5.895624372694227,-3.921635945638021,-0.96184327867296
39,0.8317082722981771,1.189313570658366,1.9897865719265408,2.4136873881022134,2.3261678483751087,3.3801614973280163,2.7533257802327475
