Avg_gt_X,Avg_gt_Y,Mod1_avg_res_X,Mod1_avg_res_Y,Mod2_avg_res_X,Mod2_avg_res_Y,Mod3_avg_res_X,Mod3_avg_res_Y,Mod4_avg_res_X,Mod4_avg_res_Y,Mod5_avg_res_X,Mod5_avg_res_Y,Mod6_avg_res_X,Mod6_avg_res_Y,Mod7_avg_res_X,Mod7_avg_res_Y
6.673470861737535,-7.059274688675837,6.063980167104263,-8.257683770942977,4.958966625495847,-4.70587466572219,5.676407521398388,-2.68270502025033,4.168922069094811,-3.8721133927612446,6.9786810793968055,-5.169711376129197,6.346368450529466,-6.4165532607090565,6.169834407927405,-5.652212532228549
-3.39205476560593,-13.39886223024079,-2.1287029477026884,-9.044324141238999,-2.3798165619038842,-9.285075172079164,-2.2155736123598047,-11.58667260616233,-2.5869665647337525,-11.059815434690975,-2.525432283190652,-13.077286466315648,-2.2373075903771125,-11.954816934999542,-2.1928161096408267,-12.17201729520042
5.393868720464394,2.309188676115732,3.588437574580952,1.2475418019006885,3.143397145202556,0.7752542326408918,7.082795848982894,1.9736624851519813,7.082782724754031,0.721512057100084,7.32937502290571,1.3138219183549766,5.903767061376478,0.793696169838185,4.722189060728343,1.3236395483477006
-6.704027703137379,3.1947010729395444,-7.003538310687393,1.9097268228951343,-4.697617305316599,2.0576871721928427,-4.7394013085506685,1.9669711005328026,-7.329879350377621,1.947703861579447,-5.954171884075306,2.1692501582565775,-6.2960182547472225,2.316980203946128,-6.076061856932684,3.33049285776223
9.088959278353048,5.597662447047601,7.543830821837125,4.0912867500038725,6.863460733099392,2.3107052359543854,9.276391271932278,3.5009523432345246,10.602274915233274,3.531002616350175,7.758356987305303,2.8553554751629875,9.599213866867213,3.885818022034802,6.865571829888149,2.538784637654724
6.013148832324502,-12.058827134860785,3.465122262110163,-12.325950460944506,3.1968446005099995,-7.542038723806785,4.8030569513650585,-10.362654150065724,3.784265411408108,-10.707905256908646,2.450252120222314,-8.843035486113862,3.502562009487461,-9.17887818034456,3.01096386343448,-12.874868081890416
-1.1050211865617916,-8.12054959107904,-1.4754043074905667,-7.6885226772920845,-2.082326137459443,-8.133399469821528,-0.40548882406779585,-6.499766787504879,-1.8989451834032187,-6.866613551857366,-1.205062085183267,-8.460792775428223,-0.9722711005274348,-8.65806361031735,-1.9928385890663889,-8.944108444016312
0.682074791863025,-10.849465039859677,0.07852355373630618,-9.76992997730186,0.6954250685571101,-7.713049057171109,1.337258628353772,-9.164397022689139,0.7951553335867494,-8.907155454827866,0.7170224848775462,-9.838124956164297,0.6738025430234886,-7.534994709134494,1.3607850027993063,-11.33357855880822
0.026607267273928308,-12.378112806518557,-0.27222211520815426,-10.325739950313993,0.42222277773995,-11.268624859490252,0.9940334005471188,-8.435185145267715,-0.1634524236104128,-11.82251341439866,-0.11511770852658171,-11.450239244953108,0.5697154854306472,-11.096869194423833,-0.0007593740028216112,-9.208856557558649
-2.7422183441534638,-10.069215348467173,-1.7829144691911725,-8.17561505710319,-2.4397042577586507,-9.426608048258954,-1.1450984323620943,-8.221828332453622,-2.6828120116864245,-12.098403558066147,-1.1833608016709856,-9.032694508885186,-1.247472091093697,-9.02193470040334,-0.6350567094081143,-8.947994384455818
-2.95824728442345,-1.0864907685460947,-2.819945928510627,-0.8466747740092563,-2.835049116136806,-0.8119885256101802,-3.264688116634963,-0.5276747429238965,-2.9379189501014977,-0.9934999814288411,-4.262126534200757,-0.78125713810427,-3.7329157889522424,-1.6170006894185067,-3.4517679147114446,0.07133982844181598
-8.321366613947994,-11.669721421755174,-5.960012203378236,-4.724518063442002,-6.707460681890635,-6.385045726371556,-6.89252011416236,-8.533070566796535,-7.221778181157994,-6.912336867724245,-7.604269050868883,-8.689707917906748,-5.0650086257710845,-7.203516507785123,-6.293216447309259,-6.977857565060915
1.4446825126440745,15.860087265742962,1.1415849465942876,11.722953837211538,1.994366168623372,10.793309801925291,1.6937286171674852,10.418890583101696,0.33546164389675753,13.784637948990403,0.11011488247215549,13.996128209823027,1.6657857795476931,11.033011875093678,0.7201143796840229,11.688888189737455
