Avg_gt_X,Avg_gt_Y,Mod1_avg_res_X,Mod1_avg_res_Y,Mod2_avg_res_X,Mod2_avg_res_Y,Mod3_avg_res_X,Mod3_avg_res_Y,Mod4_avg_res_X,Mod4_avg_res_Y,Mod5_avg_res_X,Mod5_avg_res_Y,Mod6_avg_res_X,Mod6_avg_res_Y,Mod7_avg_res_X,Mod7_avg_res_Y
6.673470861737535,-7.059274688675837,7.7895813674056384,-7.215058782005578,6.7573648516469484,-6.518969814788315,7.229344089858805,-5.658947703853443,6.975117153614711,-8.18710676427328,6.545403610431176,-6.3750358158427005,7.137546979434947,-6.141446928405056,6.368037817651377,-6.6377893725300545
-3.39205476560593,-13.39886223024079,-3.355421010985315,-13.524235836048813,-3.0370394010912563,-10.915864545704995,-2.495791943769766,-13.771742105867524,-2.3176826398265233,-12.085201763028502,-1.5405742520272505,-12.34935903951216,-1.9169081004737039,-12.455352226831828,-1.9977476328468602,-12.43858728977203
5.393868720464394,2.309188676115732,4.100840437774574,2.216600853573702,4.70615978799784,2.2689239538645487,5.586936320616713,2.3366061150456634,5.135458290065063,2.489856351506436,5.589101382795388,2.8247278637133855,4.591555208893053,2.7062252588561044,5.147815876702903,3.09167765695796
-6.704027703137379,3.1947010729395444,-6.2638159604441785,2.8968786954182724,-4.689126048657022,2.3572379268908117,-4.911441969239156,2.5857204729583096,-5.396724646392034,3.4422703316957213,-5.850716577816112,4.9244683457888225,-6.734102947402308,2.7796448470072903,-6.615952267485268,3.3916635213966733
9.088959278353048,5.597662447047601,10.19419605268359,6.63728941385329,8.376579943984284,4.261944489762036,8.623004938187059,3.936018509184117,9.520891179398001,4.933722960021554,8.730544472052202,4.531070239247466,8.887822983836486,4.324939289579138,8.15231784491889,4.486060185843897
6.013148832324502,-12.058827134860785,4.366502792114741,-12.134597416114241,3.9692312358609736,-9.661696503451264,5.814173998847816,-11.38096880505115,4.447063335033535,-10.436182232978844,4.166443029858827,-11.60460701870589,4.122462663744116,-11.82342249704876,4.063833114333182,-11.49401277282259
-1.1050211865617916,-8.12054959107904,-0.7413113429685372,-10.513311714747555,-0.6659705163959658,-8.563520152806284,-0.37333121502949745,-7.867336586708147,-1.6714176787850672,-8.135017763704118,-0.7019531792031204,-9.0213717932009,-0.18962728397916506,-7.993550168469314,-1.680843247097865,-9.340349094200254
0.682074791863025,-10.849465039859677,1.6749246712738832,-11.718113806706087,0.6957113921287743,-8.64977673821702,1.713601765763544,-12.405420242463947,1.635500009095316,-10.925173303789617,1.8818257134985217,-11.406553770571403,0.791753615827408,-10.907116167965684,1.5068785337155362,-10.654248344419296
0.026607267273928308,-12.378112806518557,0.013144303306197314,-12.123762993056689,-1.0742677156971885,-11.573297163366417,0.6133745545207994,-10.619097778759844,-0.39571969301246385,-10.603498374088652,-1.5165042679863996,-12.256470862217608,0.9965737578588233,-11.153942978000401,-0.3632788233091617,-11.752850442207727
-2.7422183441534638,-10.069215348467173,-2.695004180406451,-11.024176723792655,-1.4108741133875722,-9.37026589224115,-1.3749974525503794,-12.10987181850282,-2.428549625151634,-8.539235063640714,-1.594245677885588,-10.642407864530934,-0.16771328566245017,-10.650835839686863,-1.856471039707477,-10.929348044128528
-2.95824728442345,-1.0864907685460947,-2.7760092173175046,-0.9775285120026181,-2.4797211128396945,-1.2372762646486843,-3.1406720056427844,-0.48836193428332075,-3.260966109862035,-1.2639988413094236,-3.7357452179547024,-1.2056686548565907,-3.4554190696044524,-1.6014368608058764,-3.6552825942825167,-1.3844696249867732
-8.321366613947994,-11.669721421755174,-8.878770532513743,-9.089965881391121,-6.631865972471067,-7.431043453310025,-7.050302426884953,-9.576283994169552,-7.301311517705966,-7.318196469391901,-7.166355099082834,-7.9386298745831425,-6.924333536667787,-7.157997282640734,-7.306444217642586,-8.345749066324512
